text,text_with_ruby,author,source,mora_count,is_575,season,confidence,has_moon,has_autumn
十一月四日　土筆会。,十一月四日　土筆会。,高浜虚子,六百句,16,False,秋,0.7,True,True
船人は時雨見上げてやりすごし,船人《ふなびと》は時雨《しぐれ》見上げてやりすごし,高浜虚子,六百句,19,False,,0.6,False,False
老の杖運びて果す墓参り,老《おい》の杖運びて果す墓参り,高浜虚子,六百句,17,True,,0.8,False,False
菊の館五男それ／″＼手をついて,菊の館《たち》五男それ／″＼手をついて,高浜虚子,六百句,17,True,,0.8,False,False
秋晴や或は先祖の墓を撫し,秋晴や或《ある》は先祖の墓を撫《ぶ》し,高浜虚子,六百句,18,False,秋,0.7999999999999999,False,True
草紅葉しぬと素顔を顧みて,草紅葉《くさもみじ》しぬと素顔《そがん》を顧みて,高浜虚子,六百句,16,False,秋,0.7,False,True
夕紅葉色失ふを見つつあり,夕紅葉色失ふを見つつあり,高浜虚子,六百句,18,False,秋,0.7,False,True
聞き役の炬燵話の一人かな,聞き役の炬燵話の一人かな,高浜虚子,六百句,19,False,冬,0.7,False,False
寒からん山廬の我を訪ふ人は,寒からん山廬《さんろ》の我を訪ふ人は,高浜虚子,六百句,18,False,冬,0.7,False,False
炬燵出ずもてなす心ありながら,炬燵出ずもてなす心ありながら,高浜虚子,六百句,18,False,冬,0.7,False,False
冬籠座右に千枚どうしかな,冬籠《ふゆごもり》座右《ざう》に千枚どうしかな,高浜虚子,六百句,17,True,冬,1.0,False,False
冬籠心を籠めて手紙書く,冬籠心を籠《こ》めて手紙書く,高浜虚子,六百句,17,True,冬,0.9,False,False
冬の日の尚ある力菊残る,冬の日の尚ある力菊残る,高浜虚子,六百句,17,True,冬,0.9,False,False
この辺は蚕の村か桑枯るる,この辺は蚕の村か桑枯るる,高浜虚子,六百句,17,True,冬,0.9,False,False
山越えて来たり峠は雪なりし,山越えて来たり峠は雪なりし,高浜虚子,六百句,18,False,冬,0.7999999999999999,False,False
炬燵にもあだには時を過ごすまじ,炬燵にもあだには時を過ごすまじ,高浜虚子,六百句,19,False,冬,0.6,False,False
句を玉と暖めてをる炬燵かな,句を玉《たま》と暖めてをる炬燵かな,高浜虚子,六百句,18,False,冬,0.7999999999999999,False,False
片頬に冬日ありつつ裏山へ,片頬《かたほお》に冬日ありつつ裏山へ,高浜虚子,六百句,18,False,冬,0.7999999999999999,False,False
枯蔓の尖は左の目にありて,枯蔓《かれづる》の尖《さき》は左の目にありて,高浜虚子,六百句,17,True,冬,0.9,False,False
枯菊の色をたづねて虻来たる,枯菊の色をたづねて虻《あぶ》来たる,高浜虚子,六百句,18,False,冬,0.7,False,False
どこやらに急に逃げたる冬日かな,どこやらに急に逃げたる冬日かな,高浜虚子,六百句,19,False,冬,0.7,False,False
山茶花の花のこぼれに掃きとどむ,山茶花《さざんか》の花のこぼれに掃きとどむ,高浜虚子,六百句,18,False,,0.6,False,False
枯菊に莚のはしのかかりけり,枯菊に莚《むしろ》のはしのかかりけり,高浜虚子,六百句,17,True,冬,1.0,False,False
冬枯の園とはいへど老の松,冬枯の園とはいへど老の松,高浜虚子,六百句,17,True,冬,0.9,False,False
うせものをこだわり探す日短か,うせものをこだわり探《さが》す日短か,高浜虚子,六百句,17,True,,0.9,False,False
思ふこと書信に飛ばし冬籠,思ふこと書信に飛ばし冬籠《ふゆごもり》,高浜虚子,六百句,19,False,冬,0.6,False,False
風の日は雪の山家も住み憂くて,風の日は雪の山家《やまが》も住み憂《う》くて,高浜虚子,六百五十句,19,False,冬,0.6,False,False
初笑深く蔵してほのかなる,初笑深く蔵《ぞう》してほのかなる,高浜虚子,六百五十句,16,False,,0.6,False,False
京洛の衢に満つる初笑,京洛《けいらく》の衢《ちまた》に満つる初笑,高浜虚子,六百五十句,17,True,,0.8,False,False
覆とり互に見ゆ寒牡丹,覆《おおい》とり互に見《まみ》ゆ寒牡丹《かんぼたん》,高浜虚子,六百五十句,16,False,冬,0.7,False,False
一月六日　稽古会つゞき。,一月六日　稽古会つゞき。,高浜虚子,六百五十句,16,False,秋,0.7,True,True
炬燵より背低き老となられけり,炬燵《こたつ》より背低き老《おい》となられけり,高浜虚子,六百五十句,18,False,冬,0.7999999999999999,False,False
悴みてうつむきて行きあひにけり,悴《かじか》みてうつむきて行きあひにけり,高浜虚子,六百五十句,18,False,,0.7,False,False
何をもて人日の客もてなさん,何をもて人日《じんじつ》の客もてなさん,高浜虚子,六百五十句,17,True,,0.8,False,False
霜やけの手にする布巾さばきかな,霜やけの手にする布巾《ふきん》さばきかな,高浜虚子,六百五十句,18,False,冬,0.7999999999999999,False,False
外に立ちて氷柱の我が家佗しと見,外《と》に立ちて氷柱《つらら》の我が家佗《わび》しと見,高浜虚子,六百五十句,19,False,冬,0.6,False,False
一月八日　土筆会つゞき。,一月八日　土筆会つゞき。,高浜虚子,六百五十句,16,False,秋,0.7,True,True
おのづから極楽へとる恵方道,おのづから極楽へとる恵方道《えほうみち》,高浜虚子,六百五十句,17,True,,0.8,False,False
幾何の寒さに耐ゆる我身かも,幾何《いくばく》の寒さに耐ゆる我身かも,高浜虚子,六百五十句,19,False,冬,0.6,False,False
大雪の家や各々住めりけり,大雪の家や各々《おのおの》住めりけり,高浜虚子,六百五十句,18,False,冬,0.7999999999999999,False,False
訪ひ来るや雪の門より人つゞき,訪《と》ひ来るや雪の門より人つゞき,高浜虚子,六百五十句,17,True,冬,0.9,False,False
冬籠障子隔てゝ人の訪ふ,冬籠《ふゆごもり》障子隔てゝ人の訪ふ,高浜虚子,六百五十句,18,False,冬,0.7,False,False
小包で届く薬や冬籠,小包で届く薬や冬籠,高浜虚子,六百五十句,15,False,冬,0.6,False,False
煮凝を探し当てたる燭暗し,煮凝《にこごり》を探し当てたる燭暗し,高浜虚子,六百五十句,18,False,,0.7,False,False
耳袋とりて物音近きかも,耳袋《みみぶくろ》とりて物音近きかも,高浜虚子,六百五十句,17,True,,0.8,False,False
耳袋して当りをる炬燵かな,耳袋して当りをる炬燵《こたつ》かな,高浜虚子,六百五十句,16,False,冬,0.7999999999999999,False,False
探梅や序でに僧に届けもの,探梅や序《つい》でに僧に届けもの,高浜虚子,六百五十句,17,True,春,0.9,False,False
水仙や母のかたみの鼓箱,水仙や母のかたみの鼓箱《つづみばこ》,高浜虚子,六百五十句,17,True,,0.8,False,False
何物かつまづく辻や厄落し,何物かつまづく辻や厄落《やくおと》し,高浜虚子,六百五十句,17,True,,0.9,False,False
我行けば枝一つ下り寒鴉,我行けば枝一つ下り寒鴉《かんがらす》,高浜虚子,六百五十句,19,False,冬,0.6,False,False
見下ろしてやがて啼きけり寒鴉,見下ろしてやがて啼《な》きけり寒鴉,高浜虚子,六百五十句,18,False,冬,0.7,False,False
針金にひつかゝりをる雪の切れ,針金にひつかゝりをる雪の切れ,高浜虚子,六百五十句,17,True,冬,1.0,False,False
雪解の俄に人のゆきゝかな,雪解《ゆきどけ》の俄《にわか》に人のゆきゝかな,高浜虚子,六百五十句,16,False,冬,0.7999999999999999,False,False
道ばたの雪の伏屋の鬼やらひ,道ばたの雪の伏屋《ふせや》の鬼やらひ,高浜虚子,六百五十句,17,True,冬,0.9,False,False
雪の後雨となりけり寒明くる,雪の後《あと》雨となりけり寒明くる,高浜虚子,六百五十句,18,False,冬,0.7,False,False
山人の雪沓はいて杖ついて,山人《やまびと》の雪沓《ゆきぐつ》はいて杖ついて,高浜虚子,六百五十句,17,True,冬,0.9,False,False
雪の上に流しかけをり麦の肥,雪の上に流しかけをり麦の肥《こえ》,高浜虚子,六百五十句,18,False,冬,0.7,False,False
世の中を遊びごゝろや氷柱折る,世の中を遊びごゝろや氷柱《つらら》折る,高浜虚子,六百五十句,18,False,冬,0.7,False,False
溝板の上につういと風花が,溝板の上につういと風花《かざはな》が,高浜虚子,六百五十句,17,True,,0.8,False,False
紫と雪間の土を見ることも,紫と雪間の土を見ることも,高浜虚子,六百五十句,17,True,冬,0.9,False,False
田一枚一枚づゝに残る雪,田一枚一枚づゝに残る雪,高浜虚子,六百五十句,17,True,冬,0.9,False,False
煎豆をお手のくぼして梅の花,煎豆《いりまめ》をお手のくぼして梅の花,高浜虚子,六百五十句,18,False,春,0.7,False,False
急流になか／＼に生ふ水草かな,急流になか／＼に生《お》ふ水草《みくさ》かな,高浜虚子,六百五十句,15,False,,0.6,False,False
春めきし人の起居に冴え返る,春めきし人の起居《たちい》に冴《さ》え返る,高浜虚子,六百五十句,17,True,春,0.9,False,False
美しきぬるき炬燵や雛の間,美しきぬるき炬燵や雛《ひいな》の間,高浜虚子,六百五十句,18,False,春,0.7,False,False
残雪の這ひをる畑のしりへかな,残雪の這《は》ひをる畑《はた》のしりへかな,高浜虚子,六百五十句,17,True,冬,1.0,False,False
草餅の重の風呂敷紺木綿,草餅の重の風呂敷《ふろしき》紺木綿《こんもめん》,高浜虚子,六百五十句,17,True,冬,0.9,False,False
耕すにつけ読むにつけ唯独り,耕すにつけ読むにつけ唯《ただ》独《ひと》り,高浜虚子,六百五十句,17,True,,0.8,False,False
畑打つて飛鳥文化のあとゝかや,畑打つて飛鳥《あすか》文化のあとゝかや,高浜虚子,六百五十句,18,False,,0.7,False,False
耕しの我のみ頼む瘠地かな,耕しの我のみ頼む瘠地《やせち》かな,高浜虚子,六百五十句,16,False,,0.7,False,False
うるほへる天神地祇や春の雨,うるほへる天神《てんじん》地祇《ちぎ》や春の雨,高浜虚子,六百五十句,17,True,春,0.9,False,False
初蝶来何色と問ふ黄と答ふ,初蝶《はつちょう》来《く》何色と問ふ黄と答ふ,高浜虚子,六百五十句,19,False,春,0.6,False,False
陽炎の中に二間の我が庵,陽炎《かげろう》の中に二間《ま》の我が庵《いおり》,高浜虚子,六百五十句,16,False,春,0.7,False,False
里の子と打交りつゝ草を摘む,里の子と打交りつゝ草を摘む,高浜虚子,六百五十句,18,False,,0.6,False,False
朧とは行きかふ人の顔白く,朧《おぼろ》とは行きかふ人の顔白く,高浜虚子,六百五十句,18,False,,0.6,False,False
人と蝶美しく又はかなけれ,人と蝶美しく又《また》はかなけれ,高浜虚子,六百五十句,16,False,春,0.7999999999999999,False,False
蝶飛びて其あとに曳く老の杖,蝶飛びて其《その》あとに曳《ひ》く老の杖,高浜虚子,六百五十句,18,False,春,0.7,False,False
洗ひたる花烏賊墨をすこし吐き,洗ひたる花烏賊《はないか》墨をすこし吐き,高浜虚子,六百五十句,18,False,,0.6,False,False
俎にすべりとゞまる桜烏賊,俎《まないた》にすべりとゞまる桜烏賊,高浜虚子,六百五十句,17,True,春,0.9,False,False
婦長来て瓶の桜をなほし行き,婦長来て瓶《びん》の桜をなほし行き,高浜虚子,六百五十句,19,False,春,0.6,False,False
昼寐して花半日を無駄にせし,昼寐《ひるね》して花半日を無駄《むだ》にせし,高浜虚子,六百五十句,17,True,,0.9,False,False
四月二十一日　同上。,四月二十一日　同上。,高浜虚子,六百五十句,16,False,秋,0.7,True,True
掌に種兔見斯う見大事かな,掌《てのひら》に種兔見《とみ》斯《こ》う見《み》大事かな,高浜虚子,六百五十句,16,False,,0.7,False,False
四月二十三日　同上。,四月二十三日　同上。,高浜虚子,六百五十句,16,False,秋,0.7,True,True
初蝶の一風情見せ失せにけり,初蝶の一風情《ひとふぜい》見せ失《う》せにけり,高浜虚子,六百五十句,18,False,春,0.7999999999999999,False,False
掌に移して種を大事かな,掌に移して種を大事かな,高浜虚子,六百五十句,16,False,,0.7,False,False
畦にある桃が目じるし径曲る,畦《あぜ》にある桃が目じるし径《みち》曲る,高浜虚子,六百五十句,18,False,,0.6,False,False
落花地に戯れ蝶は蝶を追ひ,落花《らっか》地に戯れ蝶は蝶を追ひ,高浜虚子,六百五十句,18,False,春,0.7,False,False
藤の雨漸く上り薄暑かな,藤の雨漸《ようや》く上り薄暑《はくしょ》かな,高浜虚子,六百五十句,15,False,,0.6,False,False
主人今暗き実梅に筆すゝむ,主人《あるじ》今暗き実梅《みうめ》に筆すゝむ,高浜虚子,六百五十句,16,False,春,0.7,False,False
河骨の花に添ひ浮くいもりかな,河骨《こうほね》の花に添ひ浮くいもりかな,高浜虚子,六百五十句,19,False,,0.6,False,False
鮎釣の夕かたまけて去に支度,鮎釣《あゆつり》の夕かたまけて去《い》に支度《じたく》,高浜虚子,六百五十句,17,True,,0.8,False,False
卯の花のいぶせき門と答へけり,卯《う》の花《はな》のいぶせき門と答へけり,高浜虚子,六百五十句,17,True,,0.9,False,False
浅間嶺の麓まで下り五月雲,浅間嶺《あさまね》の麓《ふもと》まで下り五月《ごがつ》雲,高浜虚子,六百五十句,18,False,秋,0.7,True,True
蛍火の鞠の如しやはね上り,蛍火《ほたるび》の鞠《まり》の如しやはね上り,高浜虚子,六百五十句,17,True,夏,0.9,False,False
稲妻にぴしり／＼と打たれしと,稲妻にぴしり／＼と打たれしと,高浜虚子,六百五十句,15,False,秋,0.6,False,True
水車場へ小走りに用よし雀,水車場《すいしゃば》へ小走りに用よし雀,高浜虚子,六百五十句,17,True,,0.8,False,False
塗畦に尾をつけてゐる烏かな,塗畦《ぬりあぜ》に尾をつけてゐる烏かな,高浜虚子,六百五十句,17,True,,0.9,False,False
真赤なるもの干しにけり夏の草,真赤なるもの干しにけり夏の草,高浜虚子,六百五十句,19,False,夏,0.6,False,False
早苗饗や神棚遠く灯ともりぬ,早苗饗や神棚《かみだな》遠く灯《ひ》ともりぬ,高浜虚子,六百五十句,19,False,,0.6,False,False
梅雨晴の夕茜してすぐ消えし,梅雨晴《つゆばれ》の夕《ゆう》茜《あかね》してすぐ消えし,高浜虚子,六百五十句,18,False,春,0.7999999999999999,False,False
端居とは我膝抱いて蝶が飛び,端居《はしい》とは我膝抱いて蝶が飛び,高浜虚子,六百五十句,19,False,春,0.6,False,False
手に当る五色団扇の赤を取る,手に当る五色団扇《うちわ》の赤を取る,高浜虚子,六百五十句,16,False,,0.6,False,False
夏山を軒に大仏殿とかや,夏山を軒に大仏殿とかや,高浜虚子,六百五十句,17,True,夏,1.0,False,False
藍がめにひそみたる蚊の染まりつゝ,藍《あい》がめにひそみたる蚊の染まりつゝ,高浜虚子,六百五十句,18,False,夏,0.7,False,False
緑蔭に網を逃げたる蝶白し,緑蔭《りょくいん》に網を逃げたる蝶白し,高浜虚子,六百五十句,18,False,春,0.7999999999999999,False,False
一時はたとひ暑さにあへぐとも,一時《ひととき》はたとひ暑さにあへぐとも,高浜虚子,六百五十句,17,True,,0.8,False,False
蛍見や声かけ過ぐる沢の家,蛍見や声かけ過ぐる沢の家,高浜虚子,六百五十句,18,False,夏,0.7,False,False
道草にゆふべの露の落し物,道草にゆふべの露の落し物,高浜虚子,六百五十句,17,True,秋,0.9,False,True
妻留守の衣かゝりし端居かな,妻留守の衣かゝりし端居かな,高浜虚子,六百五十句,18,False,,0.7,False,False
而してよき風鈴を釣りたまへ,而《しこう》してよき風鈴を釣りたまへ,高浜虚子,六百五十句,18,False,,0.7,False,False
吊り下げし仮の日除の蓆かな,吊《つ》り下げし仮の日除《ひよけ》の蓆《むしろ》かな,高浜虚子,六百五十句,18,False,,0.7,False,False
人の世も斯く美しと虹の立つ,人の世も斯《か》く美しと虹の立つ,高浜虚子,六百五十句,18,False,,0.7,False,False
水飯を顎かつ／＼と食うべけり,水飯《すいはん》を顎《あご》かつ／＼と食うべけり,高浜虚子,六百五十句,16,False,,0.7,False,False
夏痩や心の張りはありながら,夏痩《なつやせ》や心の張りはありながら,高浜虚子,六百五十句,17,True,夏,0.9,False,False
蝉の木をあす伐らばやと思ひけり,蝉《せみ》の木をあす伐《き》らばやと思ひけり,高浜虚子,六百五十句,18,False,夏,0.7999999999999999,False,False
夏痩の人こと／″＼に腹を立て,夏痩の人こと／″＼に腹を立て,高浜虚子,六百五十句,16,False,夏,0.7,False,False
客のある山の庵の夜の秋,客のある山の庵《いおり》の夜の秋,高浜虚子,六百五十句,17,True,秋,0.9,False,True
夕立のあとの闇夜の小提灯,夕立のあとの闇夜《やみよ》の小提灯《こぢょうちん》,高浜虚子,六百五十句,17,True,夏,0.9,False,False
乾坤に夕立癖のつきにけり,乾坤《けんこん》に夕立癖のつきにけり,高浜虚子,六百五十句,17,True,夏,1.0,False,False
涼しさの肌に手を置き夜の秋,涼しさの肌《はだ》に手を置き夜の秋,高浜虚子,六百五十句,19,False,秋,0.6,False,True
中堂に道は下りや落し文,中堂に道は下りや落《おと》し文《ぶみ》,高浜虚子,六百五十句,17,True,,0.8,False,False
夕暮の薄暗がりに茄子のぞき,夕暮の薄暗がりに茄子《なす》のぞき,高浜虚子,六百五十句,17,True,,0.8,False,False
浩瀚の秋まで続く曝書かな,浩瀚《こうかん》の秋まで続く曝書《ばくしょ》かな,高浜虚子,六百五十句,17,True,秋,1.0,False,True
風あまり強くて日傘たゝみもし,風あまり強くて日傘たゝみもし,高浜虚子,六百五十句,17,True,,0.9,False,False
浅間八ツ（嶽）左右に高く秋の立つ,浅間八《や》ツ（嶽）左右に高く秋の立つ,高浜虚子,六百五十句,18,False,秋,0.7999999999999999,False,True
この頃や雷くせのつきし日々,この頃《ごろ》や雷くせのつきし日々,高浜虚子,六百五十句,17,True,夏,0.9,False,False
立秋や時なし大根また播かん,立秋や時なし大根また播《ま》かん,高浜虚子,六百五十句,18,False,秋,0.7,False,True
一塊の雲ありいよゝ天高し,一塊の雲ありいよゝ天高し,高浜虚子,六百五十句,16,False,,0.7,False,False
陋居とは二枚かけたる秋簾,陋居《ろうきょ》とは二枚かけたる秋簾《あきすだれ》,高浜虚子,六百五十句,18,False,秋,0.7,False,True
露葎露の鏡といひつべし,露葎《つゆむぐら》露の鏡といひつべし,高浜虚子,六百五十句,16,False,秋,0.7999999999999999,False,True
朝の日を宿して落つる露の玉,朝の日を宿して落つる露の玉,高浜虚子,六百五十句,19,False,秋,0.6,False,True
紺紙なる金泥の蘭秋扇,紺紙なる金泥《きんでい》の蘭秋扇《あきおうぎ》,高浜虚子,六百五十句,16,False,秋,0.7,False,True
雷に音をひそめたる秋の蝉,雷に音《ね》をひそめたる秋の蝉,高浜虚子,六百五十句,15,False,夏,0.6,False,False
いつもこの椅子にある身や虫今宵,いつもこの椅子《いす》にある身や虫今宵《こよい》,高浜虚子,六百五十句,16,False,秋,0.7,False,True
三味線にすがりて盲ひ虫の宿,三味線《しゃみせん》にすがりて盲《めし》ひ虫の宿,高浜虚子,六百五十句,17,True,秋,0.9,False,True
山里の盆の月夜の明るさよ,山里の盆の月夜の明るさよ,高浜虚子,六百五十句,18,False,秋,0.7999999999999999,True,True
日数へて我に古りたる秋簾かな,日数《ひかず》へて我に古《ふ》りたる秋簾《あきす》かな,高浜虚子,六百五十句,17,True,秋,1.0,False,True
秋灯や夫婦互に無き如く,秋灯や夫婦互に無き如く,高浜虚子,六百五十句,18,False,秋,0.7,False,True
草花火たら／＼落ちぬ芋の上,草花火たら／＼落ちぬ芋の上,高浜虚子,六百五十句,17,True,,0.8,False,False
露草に似たる女を訪ねばや,露草に似たる女を訪《たず》ねばや,高浜虚子,六百五十句,17,True,秋,1.0,False,True
膝に来て稲妻うすく消ゆるかな,膝に来て稲妻うすく消ゆるかな,高浜虚子,六百五十句,19,False,秋,0.7,False,True
稲妻の今宵は殊に心細そ,稲妻の今宵は殊《こと》に心細《こころぼ》そ,高浜虚子,六百五十句,18,False,秋,0.7,False,True
気儘なる秋の簾を吊しけり,気儘《きまま》なる秋の簾を吊《つる》しけり,高浜虚子,六百五十句,16,False,秋,0.7999999999999999,False,True
向う家の秋の簾も垂れしまゝ,向う家《や》の秋の簾も垂れしまゝ,高浜虚子,六百五十句,16,False,秋,0.7,False,True
ほつ／＼と家ちらばりて秋野かな,ほつ／＼と家ちらばりて秋野かな,高浜虚子,六百五十句,16,False,秋,0.7999999999999999,False,True
酒折の宮はかしこや稲の花,酒折《さかおり》の宮はかしこや稲の花,高浜虚子,六百五十句,17,True,秋,0.9,False,True
一本の秋の団扇も什器かな,一本の秋の団扇も什器《じゅうき》かな,高浜虚子,六百五十句,18,False,秋,0.7999999999999999,False,True
寝るまでは明るかりしが月の雨,寝るまでは明るかりしが月の雨,高浜虚子,六百五十句,18,False,秋,0.7,True,True
露けしと縁に布団を敷き坐る,露けしと縁に布団《ふとん》を敷き坐《すわ》る,高浜虚子,六百五十句,18,False,秋,0.7,False,True
湯を出でゝ秋風吹いて汗も無く,湯を出《い》でゝ秋風吹いて汗も無く,高浜虚子,六百五十句,19,False,夏,0.6,False,False
夜半過ぎて障子の月の明るさよ,夜半《よわ》過ぎて障子の月の明るさよ,高浜虚子,六百五十句,19,False,秋,0.7,True,True
古城址は大きからねど秋の風,古城址《こじょうし》は大きからねど秋の風,高浜虚子,六百五十句,17,True,秋,0.9,False,True
水鉢にかぶさり萩のうねりかな,水鉢にかぶさり萩《はぎ》のうねりかな,高浜虚子,六百五十句,17,True,秋,1.0,False,True
秋風や静かに動く萩芒,秋風や静かに動く萩芒《すすき》,高浜虚子,六百五十句,15,False,秋,0.6,False,True
秋時雨かくて寒さのまさり行く,秋時雨《あきしぐれ》かくて寒さのまさり行く,高浜虚子,六百五十句,18,False,秋,0.7,False,True
秋晴や寒風山の瘤一つ,秋晴や寒風山《かんぷうさん》の瘤《こぶ》一つ,高浜虚子,六百五十句,17,True,秋,1.0,False,True
秋晴や陸羽境の山低し,秋晴や陸羽境《りくうざかい》の山低し,高浜虚子,六百五十句,17,True,秋,1.0,False,True
眼鏡越し秋雨見つゝ傘作り,眼鏡越し秋雨《あきさめ》見つゝ傘作り,高浜虚子,六百五十句,19,False,秋,0.6,False,True
千年の秋の山裾善光寺,千年の秋の山裾《やますそ》善光寺,高浜虚子,六百五十句,18,False,秋,0.7,False,True
盲ひたりせめては秋の水音を,盲《めし》ひたりせめては秋の水音を,高浜虚子,六百五十句,17,True,秋,0.9,False,True
物浸けて即ち水尾や秋の川,物浸《つ》けて即《すなわ》ち水尾《みお》や秋の川,高浜虚子,六百五十句,15,False,秋,0.6,False,True
野菊叢東尋坊に咲きなだれ,野菊叢《むら》東尋坊に咲きなだれ,高浜虚子,六百五十句,15,False,,0.6,False,False
明日よりは病忘れて菊枕,明日《あす》よりは病《やまい》忘れて菊枕《きくまくら》,高浜虚子,六百五十句,17,True,,0.8,False,False
寺なれば秋蚊合点廁借る,寺なれば秋蚊合点《がってん》廁《かわや》借る,高浜虚子,六百五十句,15,False,夏,0.6,False,False
秋雨や旅の一日を傘借りて,秋雨や旅の一日《ひとひ》を傘借りて,高浜虚子,六百五十句,18,False,秋,0.7,False,True
水の上をすれ／＼に鴨渡りけり,水の上をすれ／＼に鴨《かも》渡りけり,高浜虚子,六百五十句,16,False,,0.7,False,False
時々はわかさぎ舟の舸子謡ふ,時々はわかさぎ舟の舸子《かこ》謡《うた》ふ,高浜虚子,六百五十句,17,True,,0.8,False,False
まつしぐら炉にとび込みし如くなり,まつしぐら炉にとび込みし如くなり,高浜虚子,六百五十句,19,False,,0.6,False,False
顛落す水のかたまり滝の中,顛落《てんらく》す水のかたまり滝の中,高浜虚子,六百五十句,17,True,,0.8,False,False
伝奇にも酒手くれうぞ紅葉駕,伝奇にも酒手《さかて》くれうぞ紅葉駕《もみじかご》,高浜虚子,六百五十句,18,False,秋,0.7,False,True
柿赤く旅情漸く濃ゆきかな,柿《かき》赤く旅情漸《ようや》く濃ゆきかな,高浜虚子,六百五十句,15,False,,0.6,False,False
鳥渡る浜の松原伝ひにも,鳥渡る浜の松原伝ひにも,高浜虚子,六百五十句,17,True,,0.8,False,False
ひたすらに祖先の墓を拝みけり,ひたすらに祖先の墓を拝みけり,高浜虚子,六百五十句,18,False,,0.7,False,False
詣るにも小さき墓のなつかしく,詣《まい》るにも小《ちい》さき墓のなつかしく,高浜虚子,六百五十句,17,True,,0.8,False,False
菊生けて配膳青き畳かな,菊生けて配膳青き畳かな,高浜虚子,六百五十句,17,True,,0.9,False,False
一枚の紅葉且つ散る静かさよ,一枚の紅葉《もみじ》且《か》つ散る静かさよ,高浜虚子,六百五十句,18,False,秋,0.7999999999999999,False,True
わが懐ひ落葉の音も乱すなよ,わが懐《おも》ひ落葉の音も乱すなよ,高浜虚子,六百五十句,18,False,,0.7,False,False
濃紅葉に涙せき来る如何にせん,濃紅葉《こもみじ》に涙せき来る如何《いか》にせん,高浜虚子,六百五十句,17,True,秋,0.9,False,True
父恋ふる我を包みて露時雨,父恋ふる我を包みて露時雨《つゆしぐれ》,高浜虚子,六百五十句,18,False,秋,0.7,False,True
渓谷の少し開けて稲架ありぬ,渓谷《けいこく》の少し開けて稲架《はざ》ありぬ,高浜虚子,六百五十句,17,True,秋,1.0,False,True
厚布団薄布団旅続けけり,厚布団薄布団旅続けけり,高浜虚子,六百五十句,19,False,,0.6,False,False
わが足にからまる一葉大いなり,わが足にからまる一葉大いなり,高浜虚子,六百五十句,18,False,,0.7,False,False
手伝ひの来しより漬菜あわたゞし,手伝ひの来しより漬菜《つけな》あわたゞし,高浜虚子,六百五十句,18,False,,0.7,False,False
磐石の尻を据ゑたる冬籠,磐石《ばんじゃく》の尻《しり》を据《す》ゑたる冬籠《ふゆごもり》,高浜虚子,六百五十句,17,True,冬,0.9,False,False
旅鞄そのまゝ座右に冬籠,旅鞄《たびかばん》そのまゝ座右《ざう》に冬籠,高浜虚子,六百五十句,15,False,冬,0.6,False,False
十二月五日　偶成。鎌倉。,十二月五日　偶成。鎌倉。,高浜虚子,六百五十句,18,False,秋,0.7,True,True
山の日は鏡の如し寒桜,山の日は鏡の如し寒桜《かんざくら》,高浜虚子,六百五十句,17,True,春,0.9,False,False
枯萩にわが影法師うきしづみ,枯萩にわが影法師うきしづみ,高浜虚子,六百五十句,18,False,秋,0.7,False,True
手あぶりの僧に火鉢の俗対し,手あぶりの僧に火鉢の俗対し,高浜虚子,六百五十句,19,False,,0.6,False,False
乞食の顔しかめつゝ落葉風,乞食《こつじき》の顔しかめつゝ落葉風,高浜虚子,六百五十句,17,True,,0.8,False,False
二冬木立ちて互にかゝはらず,二冬木《ふたふゆき》立ちて互にかゝはらず,高浜虚子,六百五十句,16,False,冬,0.7,False,False
冬籠人を送るも一事たり,冬籠人を送るも一事たり,高浜虚子,六百五十句,17,True,冬,0.9,False,False
風花の今日をかなしと思ひけり,風花《かざはな》の今日をかなしと思ひけり,高浜虚子,六百五十句,19,False,,0.6,False,False
風花に山家住居もはや三年,風花に山家住居《やまがずまい》もはや三年《みとせ》,高浜虚子,六百五十句,17,True,,0.8,False,False
御馳走の熱き炬燵に焦げてをり,御馳走《ごちそう》の熱き炬燵《こたつ》に焦げてをり,高浜虚子,六百五十句,18,False,冬,0.7,False,False
去年今年追善のことかにかくと,去年《こぞ》今年《ことし》追善のことかにかくと,高浜虚子,六百五十句,17,True,,0.8,False,False
冬籠われを動かすものあらば,冬籠《ふゆごもり》われを動かすものあらば,高浜虚子,六百五十句,17,True,冬,0.9,False,False
暖かや雪の山家の雨一日,暖かや雪の山家《やまが》の雨一日,高浜虚子,六百五十句,17,True,冬,0.9,False,False
水仙の花活け会に規約なし,水仙の花活《い》け会に規約なし,高浜虚子,六百五十句,16,False,,0.7,False,False
凍蝶の蛾眉衰へずあはれなり,凍蝶《いてちょう》の蛾眉《がび》衰へずあはれなり,高浜虚子,六百五十句,16,False,春,0.7999999999999999,False,False
一つ啼き枝を踏み替へ寒鴉,一つ啼《な》き枝を踏み替へ寒鴉《かんがらす》,高浜虚子,六百五十句,19,False,冬,0.6,False,False
口明けてやうやく啼きぬ寒鴉,口明けてやうやく啼きぬ寒鴉,高浜虚子,六百五十句,18,False,冬,0.7,False,False
室の梅出し並べ置き鶏うたひ,室《むろ》の梅出し並べ置き鶏《とり》うたひ,高浜虚子,六百五十句,19,False,春,0.6,False,False
